,index,id,product_uid,product_title,search_term,relevance,product_uid.1,product_description,attributes,NumOfWordsInSearchTerm,NumOfCharsInSearchTerm,NumOfWordsInTitle,NumOfCharsInTitle,NumOfWordsInProdDescrip,NumOfCharsInProdDescrip,NumOfCharsInBrand,SearchAndTitleMatch,SearchAndTitleNAdjMatch,SearchAndDescriptionMatch,SearchAndDescriptionNAdjMatch,SearchAndProductBrandMatch,SearchAndProductBulletsMatch,SearchAndProductSizeMatch,SearchAndProductWeightMatch,SearchAndProductSizeInRange,SearchAndProductWeightInRange,SearchAndProductLastWordMatch,SearchAndProductLastWordNAdjMatch,RatioOfDescripToSearch,RatioOfTitleToSearch
25,13963,43145,110476,3M Particulate Respirator (20-Pack),face masks,2.0,110476,The H403M 10 x 06 is a 10 in. x 6 in. 3 way air register used for wall or ceiling openings. The stamped curved blades allow for three way air deflection. Our patented Smooth glide technology ensures rattle free and quiet airflow from your central air system. Smooth glide also provides for smooth opening and closing of your back dampers. Our high quality product will ensure years of continuous use.Wall or ceiling register controls airflow into a roomMade of high quality steelWhite powder coat finishDampers control the amount and direction of airflow,"[('Bullet01', 'Provides at least 95% filtration efficiency against solid and liquid aerosols that do not contain oil'), ('Bullet02', 'Adjustable nose clip that reduces potential for eyewear fogging and helps ensure a custom and secure seal'), ('Bullet03', 'Non-valved, disposable respirator'), ('Bullet04', 'NIOSH approved: N95'), ('Certifications and Listings', 'OSHA Compliant'), ('MFG Brand Name', '3M'), ('NIOSH classification', 'N 95'), ('Paint Product Type', 'Respirators and Dust Masks'), ('Product Depth (in.)', '8'), ('Product Height (in.)', '5.625'), ('Product Weight (lb.)', '0.575'), ('Product Width (in.)', '5 in'), ('Quantity per package', '20'), ('Quick release', 'No'), ('Respirator type', 'Sanding & fiberglass'), ('Safety & Accessories Product Type', 'Respirators'), ('Type', 'Filtering face piece')]",2,10,4,35,93,554,2,0,0,0,0,0,0,False,False,False,False,0,0,46,2
26,14030,43339,110530,Aquatic 48 in. x 35 in. x 72 in. Gelcoat Shower Stall in White,one piece showers,3.0,110530,"Add a touch of class and character to your home's exterior accents with BEHR Premium Plus Semi-Gloss Enamel Exterior Paint. This radiant sheen creates a sleek appearance, with a durable finish that's formulated to withstand wear. It's ideal for trim, doors and windows, but it's also great for shutters and outdoor furniture.California residents: see&nbsp;Proposition 65 informationIdeal for wood, vinyl and fiber cement sidings; stucco, brick, masonry and fencesExceptional latex formula that provides a mildew resistant finish100% acrylic finish for ultimate durabilityExceptional hide, covers up to 2,000 sq. ft. depending on color selected and surface porosityDesigned for all climate protectionSemi-gloss enamel sheen offers a radiant, sleek appearanceEasy soap and water clean-upActual paint colors may vary from on-screen and printer representationsOnline Price includes Paint Care fee in the following states: CA, CO, CT, ME, MN, OR, RI, VT","[('Bullet01', 'Integral soap shelves on backwall provide additional storage for toiletries'), ('Bullet02', 'Comfort molded rear corner seats offer a relaxing place to rest'), ('Bullet03', 'Installed acrylic grab bar helps make getting in and out of the unit safe'), ('Bullet04', 'Gelcoat finish and fiberglass-reinforced polyester combine for a durable design'), ('Bullet05', 'Drain is located at the center for convenience'), ('Bullet06', 'Slip-resistant and textured bottom makes for a safer showering experience'), ('Bullet07', '5 year warranty'), ('Certifications and Listings', 'No Certifications or Listings'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Door Opening Height (In.)', '66'), ('Door Opening Width (In.)', '43.75'), ('Drain Location', 'Center'), ('Frame/Hardware Finish Family', 'White'), ('Glass Style', 'None'), ('Hardware Included', 'No'), ('Material', 'Fibre Reinforced Polymer (FRP)'), ('MFG Brand Name', 'Aquatic'), ('Number of Shelves', '2'), ('Product Weight (lb.)', '109'), ('Shape', 'Rectangle'), ('Shower Depth (in.)', '35'), ('Shower Height (in.)', '72'), ('Shower Included Components', 'Base,Walls'), ('Shower Width (in.)', '48')]",3,17,14,62,136,948,7,1,1,0,0,0,1,False,False,False,False,0,0,45,4
27,14807,45709,111276,DreamLine Unidoor Plus 36-1/2 in. to 37 in. x 72 in. Hinge Shower Door with Half Frosted Glass in Brushed Nickel,frosted shower door,3.0,111276,"Bathtub Replacement shower pans by Tile Redi are designed to fit the footprint of the bathtub you remove to replace with a shower. Choose from single curb, double curb, triple curb, or barrier free entrance. All models offer the top-quality features you expect from Tile Ready brand shower pans. Tile Redi shower bases comply with all national and local plumbing codes and are UL listed.Single curb shower pan with left drain, 33 in. D x 60 in. W1-piece, pre-pitched shower pan with integrated curb(s), splash walls, and 2 in. PVC drainReady-to-Tile: tile set directly on shower pan surfaceFast and easy installationLeak proofIncludes Redi Poxy epoxy adhesive and round stainless drain plate",[],3,19,21,112,111,691,0,3,1,1,1,0,0,False,False,False,False,0,0,37,7
28,15557,47966,112035,Maytag 33 in. W 22 cu. ft. French Door Refrigerator in Monochromatic Stainless Steel,maytag 20.6cu ft refrigerator,2.33,112035,"The stylish design of this Decor Assist Traditional Toilet Paper Holder with Assist Bar in Polished Nickel disguises its dual-function nature. The assist bar wall anchor included with every Decor Assist accessory guarantees a secure mount, when properly installed. Additionally, the retrievable feature of the wall anchor allows for easy removal without additional damage to the drywall.Meets ADA load requirement when properly installedMaximum 300 lbs. as an assist bar on load-bearing surface7/8 in. diameter assist bar achieves a clean, non-industrial lookPivoting tissue holder for easy loadingComplete kit includes mounting hardware for your convenienceIncluded mounting template takes the guesswork out of installationWood blocking is preferable behind all wall surfacesExtends 5-3/8 in. from wall","[('Appliance Type', 'French Door Refrigerator'), ('Assembled Depth (in.)', '34.25 in'), ('Assembled Height (in.)', '70.38 in'), ('Assembled Width (in.)', '32.63 in'), ('Bullet01', 'Factory installed ice maker so you can keep fresh filtered ice on hand'), ('Bullet02', 'External ice and water dispenser features an ice dispenser lock and night light to help keep down on spills and offer controlled dispensing'), ('Bullet03', 'The filtration system helps to reduce the impurities in your household water and also includes a reset indicator to alert you when the filter needs to be replaced'), ('Bullet04', 'The exterior temperature controls allow you to easily change your preference without the hassle of moving items to reach an internal control'), ('Bullet05', 'The PowerCold feature quickly chills down your refrigerator to help bring all of your food items back to your desired temperature even after your family spends extended time periods browsing the shelves'), ('Bullet06', 'The fresh food compartment features spill-proof glass shelves which help to contain spills and prevents the liquids from draining down to other areas'), ('Bullet07', 'The Wide-N-Fresh deli drawer features a temperature control which is ideal for storing those large party platters and deli trays'), ('Bullet08', 'Equipped with 1 fixed full-width gallon door bin and a Beverage Chiller Compartment that keeps gallon-size containers of milk, juice or other drinks up to 4\xc2\xb0F colder than the rest of the refrigerator'), ('Bullet09', 'This refrigerator offers 16 cu. ft. of capacity in the fresh food compartment with the added storage of 6 cu. ft. within the frozen food compartment. You will have all the space you need, whether you are stocking up on items or throwing a grand party'), ('Bullet10', 'The freezer compartment includes one full-width drawer, two half-width drawers and also two sliding freezer baskets which provide lots of organization for your frozen foods'), ('Bullet11', 'The door ajar alarm will notify you if your doors have been left open, putting your food items at risk'), ('Bullet12', 'The LED lighting in both compartments will not only provide a bright and easy experience but will also help to save on your energy costs'), ('Capacity (cu. Ft.) - Freezer', '5.83'), ('Capacity (cu. Ft.) - Fresh Food', '15.88'), ('Capacity (cu. ft.) - Refrigerators', '22'), ('Capacity (cu. Ft.) - Total', '22'), ('Certifications and Listings', '4-UL Certified,ADA Compliant'), ('Color - Appliance Cabinet', 'Stainless'), ('Color - Door Handle(s)', 'Stainless Steel'), ('Color/Finish', 'Stainless Steel'), ('Color/Finish Family', 'Stainless'), ('Counter Depth (Yes/No)', 'No'), ('Defrost Type', 'Auto / Cycle'), ('Depth (Excluding Handles)', '31.88'), ('Depth (Including Handles)', '34.25'), ('Depth (Less Door)', '28'), ('Depth With Door Open 90 Degrees (In)', '47'), ('Door Finish', 'Textured'), ('Energy Efficiency Tier Rating', 'Not CEE rated'), ('ENERGY STAR Certified', 'No'), ('Freezer Door Type', 'Pull Out Drawer'), ('Freezer Features', 'Adjustable Temperature Control,Ice Maker,In-door Storage,LED Light Type'), ('General Features', 'Door Alarm,Hidden Hinge,LED Light Type'), ('Height to Top of Door Hinge', '70.38'), ('Height to Top of Refrigerator (in.)', '68.5'), ('Ice Maker', 'Single'), ('Ice Maker Features', 'Filtered Ice,In-Door Ice Maker,Lighted Bin'), ('Ice/Water Dispenser', 'Yes'), ('MFG Brand Name', 'Maytag'), ('Number of Doors', '3'), ('Number of Freezer Shelves', '0'), ('Number of Fresh Food Shelves', '4'), ('Operational Features', 'Adjustable Temperature Control,Humidity Controlled Crisper'), ('Product Depth (in.)', '34.25'), ('Product Height (in.)', '70.12'), ('Product Weight (lb.)', '290'), ('Product Width (in.)', '32.63'), ('Refrigeration Dispenser Features', 'Dispenser Location-In Door,Filtration System,Water Dispenser'), ('Refrigerator Width (In.)', '32.63'), ('Shelf Material - Freezer', 'No Shelf'), ('Shelf Material - Refrigerator', 'Glass'), ('Storage Features', 'Deli Drawer,Removable Shelves,Spill Proof Shelves,Tilt Pocket Door Bins'), ('Temperature Control Type', 'External electric'), ('Water Filter Replacement Model#', 'EDR4RXD1')]",4,29,14,84,112,803,6,2,2,0,0,1,3,False,False,False,False,0,0,28,3
29,16060,49558,112572,TrafficMASTER Enviroback Charcoal 60 in. x 36 in. Recycled Rubber/Thermoplastic Rib Door Mat,plastic floor mat,2.67,112572,"The Liberty 14 in. Ball Bearing Full Extension Drawer Slide is intended to help build a drawer or update an existing drawer. This drawer slide is made of steel and has a zinc-plated finish. Mounting hardware included for easy installation.Helps create a new drawer or helps update an existing oneMounts on a 14 in. drawerSteel constructionZinc-plated finishFunctional styleIncludes left and right slides, mounting hardware and instructions for easy installationSide mount only","[('Assembled Depth (in.)', '36.00 in'), ('Assembled Height (in.)', '0.25 in'), ('Assembled Width (in.)', '60.00 in'), ('Bullet01', 'Use this hard working mat at any entrance to keep dirt and debris outside'), ('Bullet02', '100% Recycled polyester surface with a 100% recycled rubber and plastic backing'), ('Bullet03', 'Machine Made'), ('Bullet04', 'Slip resistant backing is more durable than traditional vinyl backing'), ('Bullet05', 'Coarse polyester carpet surface is stain and fade resistant'), ('Bullet06', 'Every mat purchased saves approximately 32 single-serving plastic drink bottles and about 7 lb. of vinyl from entering a landfill'), ('Bullet07', 'Cleans easily by shaking, sweeping, vacuuming or hosing off'), ('Bullet08', 'Designed for indoor or outdoor commercial or residential use'), ('Cleaning instructions', 'Garden hose'), ('Color Family', 'Blacks'), ('Color/Finish', 'Charcoal'), ('Comfort', 'No'), ('Commercial / Residential', 'Commercial / Residential'), ('Features', 'Cold Resistant,Stain Resistant'), ('Flooring Product Type', 'Door Mat'), ('Indoor/Outdoor', 'Indoor/Outdoor'), ('MFG Brand Name', 'TrafficMASTER'), ('Product Length (in.)', '36'), ('Product Thickness (in.)', '.25 in'), ('Product Width (in.)', '60'), ('Rug Shape', 'Rectangle')]",3,17,13,92,71,476,13,1,1,0,0,0,4,False,False,False,False,1,1,23,4
30,16728,51559,113241,EGO 14 in. 56-Volt Lithium-Ion Cordless Chain Saw - Battery and Charger Not Included,chain saw eletric,2.33,113241,"The Grow with me Kids Garden Bag with Gloves is a great set for all kids who enjoy gardening. This garden tools set includes (1) Plastic garden bag, (1) Oversized plastic shovel, (1) Oversized plastic cultivator, (1) Oversized trowel, and (1) Pair of kids gardening gloves. Easily dig into the Garden Bag with Gloves and all tools needed to help in the garden are at your fingertips, ages 5 and up.5 piece set includes: (1) spray bottle, (1) shovel, (1) trowel, and (1) paid of garden glovesHeavy-duty construction lasts season-after-seasonStores in a convenient plastic garden bagGreat for all kids interested in gardeningAges 5 and up","[('Antivibration handle', 'No'), ('Bar Length (in.)', '14'), ('Batteries Included', 'Yes'), ('Battery Power Type', 'Lithium Ion'), ('Battery Size', 'Lithium Ion'), ('Bullet01', 'Compatible with all EGO POWER+ arc lithium batteries'), ('Bullet02', 'Hi-efficiency brushless motor'), ('Bullet03', '6,300 RPM'), ('Bullet04', 'Weather-resistant construction'), ('Bullet05', '14 in. Oregon bar and chain'), ('Bullet06', 'Chain kickback brake for added safety and control'), ('Bullet07', 'Chain tensioning knob'), ('Bullet08', 'Oil inspection window'), ('Bullet09', 'Automatic lubrication system'), ('Bullet10', '5-year limited warranty'), ('Case Included', 'No'), ('Certifications and Listings', 'cUL Listed'), ('Chain brake', 'Yes'), ('Chain size', '14 in.'), ('Chain tension adjustment', 'Yes'), ('Chainsaw Type', 'Hand Chainsaw'), ('Charger Included', 'Yes'), ('Commercial', 'No'), ('Maximum cut diameter (in.)', '24.5'), ('MFG Brand Name', 'EGO'), ('Number of Batteries Required', '1'), ('Product Depth (in.)', '9'), ('Product Height (in.)', '9.5'), ('Product Length (in.)', '30'), ('Product Weight (lb.)', '8.6'), ('Product Width (in.)', '9'), ('Reconditioned', 'No'), ('Voltage (volts)', '56')]",3,17,14,84,105,636,3,2,1,0,0,0,3,False,False,False,False,0,0,35,4
31,17338,53481,113884,Ultra Play 8 ft. Pressure Treated Wood Commercial Park Extra Heavy Duty Portable Table,picnic table wood,2.67,113884,"Quaint and charming, this pendant has the Concord Collection trademark charisma. A classic black copper finish and raspberry crystal glass are masterfully paired intent on accenting your room without over powering it. Specs call for incandescent bulbs, but a medium base allows for the customer to choose CFL or standard incandescent bulbs. With its versatility and down home appeal this fixture is sure to please.Uses (1) incandescent bulbBulb(s) not includedEasy installation instructions and template enclosed for convenient setupIncludes installation hardwareAdds contemporary styling and visual interest to your decorPlease allow 3 days for shippingFixture is equipped with gold shades","[('Bullet01', 'Pressure treated wood planking with steel frame'), ('Bullet02', 'All mig welded frame'), ('Bullet03', 'Surface Mounted or portable installation'), ('Bullet04', 'All zinc plated hardware'), ('Bullet05', '5-year limited warranty'), ('Color Family', 'Brown'), ('Material', 'Metal'), ('MFG Brand Name', 'Ultra Play'), ('Mounting', 'Portable'), ('Product Depth (in.)', '95'), ('Product Height (in.)', '30'), ('Product Weight (lb.)', '278'), ('Product Width (in.)', '68 in'), ('Table Shape', 'Rectangle'), ('Weight Capacity (lb.)', '10000')]",3,17,14,86,98,690,10,2,2,0,0,0,1,False,False,False,False,1,1,32,4
32,17968,55437,114538,Lyons Industries Victory 4.5 ft. Right Drain Soaking Tub in White,bathtub 54 in.,1.67,114538,"Accordion-style notes pop up one after another in this red, heart-shaped dispenser. It brings color to your desk or makes a great gift. The weighted dispenser will always be where you need it. For refills, look for the accordion shaped icon on all packages of Post-it Pop-up Notes. Pack includes a 50-sheet pad of pink colored pop-up notes.Holds 3 in. x 3 in. pop-up notes, Red, heart-shaped dispenserOne-handed dispensing keeps you organized and helps with multi-taskingWith this playful dispenser, Pop-up Notes are simple to grab one note at a timePack includes dispenser and a 50-sheet pad of pink pop-up notesContains 1 dispenser and 1 pad of notes in PinkFor refills, look for the accordion shaped icon on all packages of pop-up notes","[('Built-in flange', 'Yes'), ('Bullet01', 'High gloss acrylic surface'), ('Bullet02', 'Easy to clean'), ('Bullet03', 'Nail flange for easy install'), ('Bullet04', 'Large bathing area'), ('Bullet05', 'Slip resistant bottom for showering'), ('Bullet06', 'Lumbar support for bathing'), ('Bullet07', 'Elegant design'), ('Bullet08', 'Acrylic surface reinforced with fiberglass'), ('Bullet09', 'Drain and faucet sold separately'), ('Bullet10', 'Warranties: 5-year residential, 2-year commercial'), ('Certifications and Listings', 'ANSI Certified'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Drain Location', 'Right'), ('Exterior bath shape', 'Rectangle'), ('Faucet mount', 'Wall'), ('Included', 'No additional components or accessories are included'), ('Material', 'Acrylic'), ('Maximum Number of Occupants', '1'), ('MFG Brand Name', 'Lyons Industries'), ('Product Weight (lb.)', '50'), ('Shape', 'Rectangle'), ('Style', 'Modern'), ('Tub Depth (in.)', '13.5'), ('Tub Features', 'Built-In Flange,Slip-Resistant Tub'), ('Tub Height (in.)', '14'), ('Tub Installation Type', 'Apron Front'), ('Tub Length (in.)', '54'), ('Tub Width (in.)', '27'), ('Water capacity (gallons)', '42')]",3,14,11,65,122,739,16,0,0,1,0,0,0,False,False,False,True,0,0,40,3
33,18411,56839,115002,12 in. Red Straight Scallop Concrete Edger,realistic brick edging,2.33,115002,"Rubber stair treads is the perfect complement to flooring projects in shopping malls, retail settings, government centers, hospitals and airports. Most styles offer ADA nose-compliant features. Contains 10% natural rubber, may contribute to the LEED Green Building Certification System, meets CHPS criteria.Easy to installMatching colors available in tile and wall baseRisers and stringers availableEasy to maintainResist scratches, abrasions and won't fade, crack or chip","[('Attachable', 'No'), ('Bullet01', 'Durable concrete construction'), ('Bullet02', 'Easy to install for a quick decorative touch and simplified mowing and trimming chores'), ('Bullet03', 'Size and weight are approximate'), ('Bullet04', 'Color in concrete products may vary from pallet to pallet, please purchase your projects all at one time'), ('Bullet05', 'Note: Product may vary by store'), ('Color Family', 'Red'), ('Color/Finish', 'Straight Red'), ('Hardware Included', 'No'), ('Landscape Supply Type', 'Concrete Edging'), ('Material', 'Concrete'), ('MFG Brand Name', 'Unbranded'), ('Package Quantity', '1'), ('Product Depth (in.)', '2'), ('Product Height (in.)', '5.78'), ('Product Width (in.)', '12'), ('Width', '5.78 in')]",3,22,7,42,64,472,9,0,0,0,0,0,0,False,False,False,False,0,0,21,2
34,19415,59970,116086,Leviton Plus 1-Gang Screwless Snap-On Decora Wall Plate - White,wall outlet covers,2.0,116086,"Hansen trays organize your sockets so you're able to work faster and eliminate socket chaos. Made of tough ABS plastic to resist oil, gas and abuse, these trays provide an easy way to keep each socket in its assigned position in the tool box or on the workbench. The trays feature posts for standard and deep sockets in the most popular sizes. Each storage post is marked with the socket size for instant identification.Metric socket storage - 3/8 in. drive for sizes 6 through 20Made in the USA of tough rugged ABS plastic - grayStorage posts market with socket size for instant identificationQuickly identify missing or lost socketsLifetime warranty","[('Application Type', 'Switch Plate'), ('Bullet01', 'Crisp white finish'), ('Bullet02', 'Sleek, smooth contemporary architectural styling enhances fine decor'), ('Bullet03', 'Screwless, thermoplastic snap-on design for easy placement'), ('Bullet04', 'Decora-compatible 2-piece kit allows easy retrofit to any decora installation'), ('Bullet05', 'CSA and UL listed'), ('Certifications and Listings', '1-UL Listed,CSA Listed'), ('Color Family', 'White'), ('Color/Finish', 'White'), ('Electrical Product Type', 'Wall Plate'), ('Included', 'Screws'), ('MFG Brand Name', 'Leviton'), ('Number of Gangs', '1'), ('Product Depth (in.)', '0.26'), ('Product Height (in.)', '4.61'), ('Product Width (in.)', '2.75'), ('Shape', 'Rectangle'), ('Wall Plate Configuration', 'Decorator/Rocker'), ('Wall Plate Deco Style', 'Traditional/Classic'), ('Wall Plate Material', 'Plastic')]",3,18,10,63,109,651,7,1,1,0,0,0,0,False,False,False,False,0,0,36,3
35,19530,60348,116212,Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab,knotty alder door,2.67,116212,"Look to 8 ft. x 3/4 in. x 1/4 in. PVC Screen Moulding for long life and versatility. This screen moulding can be installed indoors or outside, in its pre-finish of bright white or painted or stained. Adding moulding to your home or office adds value and a nice finishing touch.Made of durable cellular vinylPre-finished in bright white and can be painted or stainedResists moisture, rot and termitesFor interior or exterior use96 in. Length","[('Bullet01', 'Solid-core engineered wood-panel is constructed to resist splitting, cracking, swelling and shrinking'), ('Bullet02', 'True stile and rail construction in a 2-panel square top design with wood cross rails'), ('Bullet03', 'Unfinished knotty alder ready for clear coat or stain'), ('Bullet04', 'Old construction or new, this slab makes installation fast and easy'), ('Color Family', 'Brown'), ('Color/Finish', 'Unfinished'), ('Core Type', 'Solid'), ('Door Handing', 'Universal/Reversible'), ('Door Size (WxH) in.', '24 x 80'), ('Door Thickness (in.)', '1.375 in'), ('Door Type', 'Interior Slab'), ('Features', 'No Additional Features'), ('Finish Type', 'Unfinished'), ('Included', 'No additional items or accessories included'), ('Material', 'Wood'), ('MFG Brand Name', 'Steves & Sons'), ('Panel Type', '2 Panel'), ('Product Weight (lb.)', '38.0 lb')]",3,17,13,84,74,440,13,3,3,0,0,0,2,False,False,False,False,0,0,24,4
36,20793,64194,117553,Hampton Bay 2.5 ft. Mushroom Solar Stake Light (2-Pack),solar garden stake 96296 00225,2.67,117553,"The quintessential storage ottoman, Amelia is transitional in design with button tufted removable quilted top and oak legs with pretty pickled oak finish. Practical and fashion right, the Amelia tufted ottoman is upholstered in mink brown and striking in living room, family room or master suite. It is a perfect companion for country homes, city apartments or formal manors.California residents: see&nbsp;Proposition 65 informationMade of oakFinished in mink brownItem dimensions: 20.8 in. W x 20.8 in. D x 19.6 in. HNo assembly required60% cotton; 40% viscose upholstery","[('Bullet01', 'Rugged metal and polymeric construction for outdoor use'), ('Bullet02', 'Art glass ornament for a stylish look day or night'), ('Bullet03', 'Weather-resistant, great for all seasons'), ('Bullet04', 'Solar rechargeable battery charged by technologically advanced crystalline solar panel and circuitry'), ('Bullet05', 'Uses energy efficient LED light source'), ('Bullet06', 'Assorted colors'), ('Color Family', 'Black'), ('Indoor/Outdoor', 'Outdoor'), ('Material', 'Metal'), ('MFG Brand Name', 'Hampton Bay'), ('Product Depth (in.)', '4'), ('Product Height (in.)', '29.13'), ('Product Width (in.)', '4.33')]",5,30,9,55,86,572,11,2,2,0,0,0,1,False,False,False,False,0,0,17,1
37,21749,67190,118584,1/2 in. x 100 ft. PEX Pipe in Blue,pex tube,2.33,118584,The Hampton Bay 140 CFM Exhaust Fan with Light will reduce moisture in your bathroom to help prevent mildew while running at 1.1 sones. The exhaust fan is designed to manage moisture in bathrooms as large as 140 sq. ft. Two GU24 CFL bulbs come with the fan for primary and nighttime lighting. The fan offers a low-profile grille style for an attractive look.140 CFM1.1 sonesManages moistureUses 2 GU24 CFL bulbs (included)Low-profile grille styling for an attractive lookEnergy star qualified to meet or exceed federal guidelines for energy efficiency for year-round energy and money savingsRecessed mounting style for ceiling installationHome Depot Protection Plan:,"[('Actual inside diameter (in.)', '0.5'), ('Actual outside diameter (in.)', '0.625'), ('Bullet01', 'Strong, flexible, corrosion-resistant pipe'), ('Bullet02', 'Flexibility reduces number of fittings needed to complete a job; reducing cost and leak points'), ('Bullet03', 'Can be installed wet or dry for immediate pressure testing'), ('Bullet04', 'SharkBite imprint pattern provides a visual aid to ensure pipe is fully inserted when using SharkBite push-to-connect fittings'), ('Bullet05', 'SharkBite system provides a variety of connection options, SharkBite PEX can be connected with SharkBite push-to-connect fittings or barbed fittings'), ('Bullet06', 'Listed to NSF 14 and CSA B137.5 for use in potable water systems'), ('Bullet07', 'Meets UL1821 standard for plastic piping for fire systems (3/4 in. & 1 in. only)'), ('Bullet08', 'Manufactured and tested to meet or exceed the requirements of the ASTM F-876/877/2023 and CSA B137.5'), ('Bullet20', 'Note: Product may vary by store'), ('Certifications and Listings', 'ANSI Certified,CSA Listed,IAPMO Certified'), ('Coiled', 'Yes'), ('Color Family', 'Blue'), ('Color/Finish', 'Blue'), ('Material', 'Cross-Linked Polyethylene (PEX)'), ('Maximum working pressure (psi)', '160'), ('Maximum Working Temperature (F)', '200'), ('MFG Brand Name', 'SharkBite'), ('Minimum working temperature (F)', '32'), ('Pipe & Tubing Product Type', 'PEX'), ('Pipe or Fitting Product Type', 'Pipe & Tubing'), ('Pipe Size', '1/2""'), ('Product Depth (in.)', '29'), ('Product Height (in.)', '29'), ('Product Length (ft.)', '100 ft'), ('Product Weight (lb.)', '5.315'), ('Product Width (in.)', '12'), ('Rating', '160 psi'), ('Recommended function', 'Water Supply'), ('Wrapped', 'Yes')]",2,8,9,34,103,666,9,1,1,0,0,0,1,False,False,False,False,0,0,51,4
38,21779,67279,118616,Home Decorators Collection 61 in. Stone Effects Oval Single Basin Vanity Top in Rustic Gold with White Basin,bathroom vanity countertops with dual sinks,2.67,118616,"For the most comprehensive selection of nails and screws, look for Grip-Rite, the most popular brand of fasteners in America. No matter what the project or what size the job; Grip-Rite has the optimal fastening solution. There are many sizes and styles of nails available. As construction materials and techniques evolve, fastener design keeps pace with the changing technology. Fastener needs vary from project to project and the safety and life expectancy of the project can be extended or compromised based upon the fastener used. Fasteners have been designed to meet the special needs of projects such as roofing or drywall and in many cases are known by the application for which they are intended.For outdoor projects including decks and fencesPolymer coatedACQ rated fastenerApproved for exterior use with all types of treated lumber","[('Assembled Depth (in.)', '22.00 in'), ('Assembled Height (in.)', '0.75 in'), ('Assembled Width (in.)', '61.00 in'), ('Backsplash Height (in.)', '3.5'), ('Basin Color', 'White'), ('Basin Depth (in.)', '5.5'), ('Basin Length (in.)', '12.5'), ('Basin Material', 'Composite'), ('Basin Width (in.)', '13.75'), ('Bullet01', 'Stone effects vanity top is durable and stylish'), ('Bullet02', 'No sealing required'), ('Bullet03', 'Natural stone-like surface patterns for style'), ('Bullet04', 'Rustic gold color beautifully complements your bath decor'), ('Bullet05', 'Oval undermount sink'), ('Bullet06', 'Pre-drilled for 8 in. \xe2\x80\x8bcenterset faucet (not included)'), ('Bullet07', '3-1/2 in. backsplash helps protect the wall and back of your cabinet'), ('Bullet08', 'Resists stains and scratches to help withstand every day wear and tear'), ('Bullet09', 'Bacteria mold and mildew resistant for long-lasting performance'), ('Bullet10', 'No overflow hole to help promote a bacteria-free environment'), ('Bullet11', 'Fits a standard 60 in. W x 21 in. D vanity cabinet'), ('Bullet12', '5-year limited warranty'), ('Edge Thickness (cm.)', '2.22'), ('Faucet accommodations', 'Center set'), ('MFG Brand Name', 'Home Decorators Collection'), ('Product Depth (in.)', '22'), ('Product Height (in.)', '10.75'), ('Product Weight (lb.)', '38'), ('Product Width (in.)', '61'), ('Sink Type', 'Undermount'), ('Top Color', 'Rustic Gold'), ('Top Color Family', 'Beige'), ('Top Depth (in.)', '22'), ('Top Height (in.)', '7.5'), ('Top Material', 'Cultured Marble'), ('Top Width (in.)', '61'), ('Vanity Features', 'Predrilled'), ('Vanity Included Components', 'Backsplash,Basin,Vanity Top'), ('Vanity Top Accommodations', 'Single center set basin'), ('Vanity Top Edge Type', 'Flat'), ('Vanity Type', 'Single Sink')]",6,43,18,108,133,840,26,1,1,0,0,0,3,False,False,False,False,0,0,22,3
